metabolite_accession	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	GeneName
HMDB0014932	Primidone	C12H14N2O2	HMDBP08203	Gamma-aminobutyric acid receptor subunit alpha-6	Q16445	Unknown	Gabra6
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP00038	Acetyl-CoA acetyltransferase, mitochondrial	P24752	Enzyme	Acat1
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP00972	Arachidonate 5-lipoxygenase	P09917	Unknown	Alox5
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP00975	Prostaglandin G/H synthase 2	P35354	Unknown	Ptgs2
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP00976	Prostaglandin G/H synthase 1	P23219	Unknown	Ptgs1
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP01302	Inhibitor of nuclear factor kappa-B kinase subunit beta	O14920	Enzyme	Ikbkb
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP01658	Canalicular multispecific organic anion transporter 1	Q92887	Transporter	Abcc2
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP02038	Inhibitor of nuclear factor kappa-B kinase subunit alpha	O15111	Enzyme	Chuk
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP02173	Peroxisome proliferator-activated receptor gamma	P37231	Enzyme	Pparg
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP02257	ATP-binding cassette sub-family G member 2	Q9UNQ0	Transporter	Abcg3l4
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP02956	Cystine/glutamate transporter	Q9UPY5	Unknown	Slc7a11
HMDB0014933	Sulfasalazine	C18H14N4O5S	HMDBP03060	Proton-coupled folate transporter	Q96NT5	Transporter	Slc46a1
HMDB0014935	Tolazoline	C10H12N2	HMDBP01601	Alpha-2A adrenergic receptor	P08913	Enzyme	Adra2a
HMDB0014935	Tolazoline	C10H12N2	HMDBP02823	Histamine H1 receptor	P35367	Enzyme	Hrh1
HMDB0014935	Tolazoline	C10H12N2	HMDBP07433	Alpha-1A adrenergic receptor	P35348	Unknown	Adra1a
HMDB0014936	Gentamicin	C21H43N5O7	HMDBP02726	Low-density lipoprotein receptor-related protein 2	P98164	Unknown	Lrp2
HMDB0014936	Gentamicin	C21H43N5O7	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014937	Tazarotene	C21H21NO2S	HMDBP01906	Retinoic acid receptor gamma	P13631	Enzyme	Rarg
HMDB0014937	Tazarotene	C21H21NO2S	HMDBP01910	Retinoic acid receptor alpha	P10276	Enzyme	Rara
HMDB0014937	Tazarotene	C21H21NO2S	HMDBP01913	Retinoic acid receptor beta	P10826	Enzyme	Rarb
HMDB0014937	Tazarotene	C21H21NO2S	HMDBP01915	Retinoic acid receptor RXR-beta	P28702	Enzyme	Rxrb
HMDB0014938	Fenoldopam	C16H16ClNO3	HMDBP01601	Alpha-2A adrenergic receptor	P08913	Enzyme	Adra2a
HMDB0014938	Fenoldopam	C16H16ClNO3	HMDBP01602	Alpha-2B adrenergic receptor	P18089	Enzyme	Adra2b
HMDB0014938	Fenoldopam	C16H16ClNO3	HMDBP10771	Alpha-2C adrenergic receptor	P18825	Unknown	Adra2c
HMDB0014938	Fenoldopam	C16H16ClNO3	HMDBP10808	D(1A) dopamine receptor	P21728	Unknown	Drd1
HMDB0014938	Fenoldopam	C16H16ClNO3	HMDBP10826	D(1B) dopamine receptor	P21918	Unknown	Drd5
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP02260	Gamma-aminobutyric acid receptor subunit gamma-2	P18507	Unknown	Gabrg2
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08198	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Unknown	Gabra1
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08199	Gamma-aminobutyric acid receptor subunit alpha-2	P47869	Unknown	Gabra2
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08200	Gamma-aminobutyric acid receptor subunit alpha-3	P34903	Unknown	Gabra3
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08202	Gamma-aminobutyric acid receptor subunit alpha-5	P31644	Unknown	Gabra5
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08204	Gamma-aminobutyric acid receptor subunit beta-1	P18505	Unknown	Gabrb1
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08205	Gamma-aminobutyric acid receptor subunit beta-2	P47870	Unknown	Gabrb2
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08206	Gamma-aminobutyric acid receptor subunit beta-3	P28472	Unknown	Gabrb3
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08207	Gamma-aminobutyric acid receptor subunit delta	O14764	Unknown	Gabrd
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08208	Gamma-aminobutyric acid receptor subunit epsilon	P78334	Unknown	Gabre
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08209	Gamma-aminobutyric acid receptor subunit gamma-1	Q8N1C3	Unknown	Gabrg1
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08210	Gamma-aminobutyric acid receptor subunit gamma-3	Q99928	Unknown	Gabrg3
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08211	Gamma-aminobutyric acid receptor subunit pi	O00591	Unknown	Gabrp
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08212	Gamma-aminobutyric acid receptor subunit rho-1	P24046	Unknown	Gabrr1
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08213	Gamma-aminobutyric acid receptor subunit rho-2	P28476	Unknown	Gabrr2
HMDB0014939	Halazepam	C17H12ClF3N2O	HMDBP08214	Gamma-aminobutyric acid receptor subunit rho-3	A8MPY1	Unknown	Gabrr3
HMDB0014940	Alfentanil	C21H32N6O3	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014940	Alfentanil	C21H32N6O3	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014940	Alfentanil	C21H32N6O3	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0014940	Alfentanil	C21H32N6O3	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014940	Alfentanil	C21H32N6O3	HMDBP02643	Mu-type opioid receptor	P35372	Unknown	Oprm1
HMDB0014942	Dicyclomine	C19H35NO2	HMDBP01555	Cytochrome P450 1A1	P04798	Unknown	Cyp1a1
HMDB0014942	Dicyclomine	C19H35NO2	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014942	Dicyclomine	C19H35NO2	HMDBP10810	Muscarinic acetylcholine receptor M2	P08172	Unknown	Chrm2
HMDB0014943	Minaprine	C17H22N4O	HMDBP00169	Amine oxidase [flavin-containing] A	P21397	Unknown	Maoa
HMDB0014943	Minaprine	C17H22N4O	HMDBP00524	Acetylcholinesterase	P22303	Enzyme	Ache
HMDB0014943	Minaprine	C17H22N4O	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014943	Minaprine	C17H22N4O	HMDBP01737	D(2) dopamine receptor	P14416	Enzyme	Drd2
HMDB0014943	Minaprine	C17H22N4O	HMDBP02165	Sodium-dependent serotonin transporter	P31645	Transporter	Slc6a4
HMDB0014943	Minaprine	C17H22N4O	HMDBP02382	5-hydroxytryptamine receptor 2B	P41595	Unknown	Htr2b
HMDB0014943	Minaprine	C17H22N4O	HMDBP02658	5-hydroxytryptamine receptor 2A	P28223	Unknown	Htr2a
HMDB0014943	Minaprine	C17H22N4O	HMDBP10808	D(1A) dopamine receptor	P21728	Unknown	Drd1
HMDB0014943	Minaprine	C17H22N4O	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014944	Pentoxifylline	C13H18N4O3	HMDBP00001	5'-nucleotidase	P21589	Unknown	Nt5e
HMDB0014944	Pentoxifylline	C13H18N4O3	HMDBP00609	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Q07343	Unknown	Pde4b
HMDB0014944	Pentoxifylline	C13H18N4O3	HMDBP00650	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	P27815	Unknown	Pde4a
HMDB0014944	Pentoxifylline	C13H18N4O3	HMDBP00655	cGMP-specific 3',5'-cyclic phosphodiesterase	O76074	Unknown	Pde5a
HMDB0014944	Pentoxifylline	C13H18N4O3	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014944	Pentoxifylline	C13H18N4O3	HMDBP01650	Adenosine receptor A1	P30542	Enzyme	Adora1
HMDB0014944	Pentoxifylline	C13H18N4O3	HMDBP01652	Adenosine receptor A2a	P29274	Enzyme	Adora2a
HMDB0014945	Proparacaine	C16H26N2O3	HMDBP09090	Sodium channel protein type 10 subunit alpha	Q9Y5Y9	Unknown	Scn10a
HMDB0014946	Indapamide	C16H16ClN3O3S	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014946	Indapamide	C16H16ClN3O3S	HMDBP02530	Potassium voltage-gated channel subfamily KQT member 1	P51787	Unknown	Kcnq1
HMDB0014946	Indapamide	C16H16ClN3O3S	HMDBP10838	Potassium voltage-gated channel subfamily E member 1	P15382	Unknown	Kcne1
HMDB0014947	Tropicamide	C17H20N2O2	HMDBP10807	Muscarinic acetylcholine receptor M3	P20309	Unknown	Chrm3
HMDB0014947	Tropicamide	C17H20N2O2	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014947	Tropicamide	C17H20N2O2	HMDBP10810	Muscarinic acetylcholine receptor M2	P08172	Unknown	Chrm2
HMDB0014947	Tropicamide	C17H20N2O2	HMDBP10811	Muscarinic acetylcholine receptor M4	P08173	Unknown	Chrm4
HMDB0014948	Biperiden	C21H29NO	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014948	Biperiden	C21H29NO	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014948	Biperiden	C21H29NO	HMDBP10809	Muscarinic acetylcholine receptor M1	P11229	Unknown	Chrm1
HMDB0014948	Biperiden	C21H29NO	HMDBP10856	Neuronal acetylcholine receptor subunit alpha-2	Q15822	Unknown	Chrna2
HMDB0014949	Ribavirin	C8H12N4O5	HMDBP00119	Ectonucleotide pyrophosphatase/phosphodiesterase family member 1	P22413	Unknown	Enpp1
HMDB0014949	Ribavirin	C8H12N4O5	HMDBP00640	Adenosine kinase	P55263	Unknown	Adk
HMDB0014949	Ribavirin	C8H12N4O5	HMDBP00883	Inosine-5'-monophosphate dehydrogenase 1	P20839	Unknown	Impdh1
HMDB0014949	Ribavirin	C8H12N4O5	HMDBP02365	Equilibrative nucleoside transporter 1	Q99808	Transporter	Slc29a1
HMDB0014949	Ribavirin	C8H12N4O5	HMDBP03808	Solute carrier family 28 member 3	Q9HAS3	Transporter	Slc28a3
HMDB0014950	Phenylbutazone	C19H20N2O2	HMDBP00975	Prostaglandin G/H synthase 2	P35354	Unknown	Ptgs2
HMDB0014950	Phenylbutazone	C19H20N2O2	HMDBP00976	Prostaglandin G/H synthase 1	P23219	Unknown	Ptgs1
HMDB0014950	Phenylbutazone	C19H20N2O2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014950	Phenylbutazone	C19H20N2O2	HMDBP01129	Prostacyclin synthase	Q16647	Unknown	Ptgis
HMDB0014950	Phenylbutazone	C19H20N2O2	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014951	Fentanyl	C22H28N2O	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014951	Fentanyl	C22H28N2O	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014951	Fentanyl	C22H28N2O	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0014951	Fentanyl	C22H28N2O	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014951	Fentanyl	C22H28N2O	HMDBP02444	Delta-type opioid receptor	P41143	Unknown	Oprd1
HMDB0014951	Fentanyl	C22H28N2O	HMDBP02643	Mu-type opioid receptor	P35372	Unknown	Oprm1
HMDB0014951	Fentanyl	C22H28N2O	HMDBP07856	Kappa-type opioid receptor	P41145	Unknown	Oprk1
HMDB0014952	Meloxicam	C14H13N3O4S2	HMDBP00975	Prostaglandin G/H synthase 2	P35354	Unknown	Ptgs2
HMDB0014952	Meloxicam	C14H13N3O4S2	HMDBP00976	Prostaglandin G/H synthase 1	P23219	Unknown	Ptgs1
HMDB0014952	Meloxicam	C14H13N3O4S2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014952	Meloxicam	C14H13N3O4S2	HMDBP03952	Multidrug resistance-associated protein 4	O15439	Transporter	Abcc4
HMDB0014954	Orciprenaline	C11H17NO3	HMDBP01634	Beta-2 adrenergic receptor	P07550	Enzyme	Adrb2
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP02057	Carbonic anhydrase 1	P00915	Unknown	Car1
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP02058	Carbonic anhydrase 2	P00918	Unknown	Car2
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP02573	Carbonic anhydrase 3	P07451	Unknown	Car3
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP03137	Carbonic anhydrase 4	P22748	Unknown	Car4
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP04945	Carbonic anhydrase 14	Q9ULX7	Unknown	Car14
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP04948	Carbonic anhydrase 7	P43166	Unknown	Car7
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014957	Acetazolamide	C4H6N4O3S2	HMDBP10782	Aquaporin-1	P29972	Unknown	Aqp1
HMDB0014958	Tadalafil	C22H19N3O4	HMDBP00655	cGMP-specific 3',5'-cyclic phosphodiesterase	O76074	Unknown	Pde5a
HMDB0014958	Tadalafil	C22H19N3O4	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014958	Tadalafil	C22H19N3O4	HMDBP04379	Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A	Q9HCR9	Unknown	Pde11a
HMDB0014959	Carprofen	C15H12ClNO2	HMDBP00975	Prostaglandin G/H synthase 2	P35354	Unknown	Ptgs2
HMDB0014959	Carprofen	C15H12ClNO2	HMDBP00976	Prostaglandin G/H synthase 1	P23219	Unknown	Ptgs1
HMDB0014959	Carprofen	C15H12ClNO2	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014960	Disulfiram	C10H20N2S4	HMDBP00253	Dopamine beta-hydroxylase	P09172	Unknown	Dbh
HMDB0014960	Disulfiram	C10H20N2S4	HMDBP00295	Aldehyde dehydrogenase, mitochondrial	P05091	Unknown	Aldh2
HMDB0014960	Disulfiram	C10H20N2S4	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014960	Disulfiram	C10H20N2S4	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014960	Disulfiram	C10H20N2S4	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014961	Ethynodiol Diacetate	C24H32O4	HMDBP01681	Progesterone receptor	P06401	Enzyme	Pgr
HMDB0014961	Ethynodiol Diacetate	C24H32O4	HMDBP02078	Estrogen receptor	P03372	Enzyme	Esr1
HMDB0014962	Enprofylline	C8H10N4O2	HMDBP00609	cAMP-specific 3',5'-cyclic phosphodiesterase 4B	Q07343	Unknown	Pde4b
HMDB0014962	Enprofylline	C8H10N4O2	HMDBP00650	cAMP-specific 3',5'-cyclic phosphodiesterase 4A	P27815	Unknown	Pde4a
HMDB0014962	Enprofylline	C8H10N4O2	HMDBP01656	Adenosine receptor A2b	P29275	Enzyme	Adora2b
HMDB0014965	Cinoxacin	C12H10N2O5	HMDBP07986	Solute carrier family 22 member 6	Q4U2R8	Transporter	Slc22a6
HMDB0014968	Phenmetrazine	C11H15NO	HMDBP02154	Sodium-dependent noradrenaline transporter	P23975	Transporter	Slc6a2
HMDB0014968	Phenmetrazine	C11H15NO	HMDBP02547	Sodium-dependent dopamine transporter	Q01959	Unknown	Slc6a3
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP00181	Xanthine dehydrogenase/oxidase	P47989	Unknown	Xdh
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP01737	D(2) dopamine receptor	P14416	Enzyme	Drd2
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP01777	Calmodulin	P62158	Unknown	Calm2
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP07433	Alpha-1A adrenergic receptor	P35348	Unknown	Adra1a
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP07536	Neuron-specific vesicular protein calcyon	Q9NYX4	Unknown	Caly
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP07983	Protein S100-A4	P26447	Unknown	S100a4
HMDB0014969	Trifluoperazine	C21H24F3N3S	HMDBP08057	Troponin C, slow skeletal and cardiac muscles	P63316	Unknown	Tnnc1
HMDB0014971	Cefaclor	C15H14ClN3O4S	HMDBP00282	Myeloperoxidase	P05164	Unknown	Mpo
HMDB0014971	Cefaclor	C15H14ClN3O4S	HMDBP02749	Solute carrier family 15 member 1	P46059	Transporter	Slc15a1
HMDB0014971	Cefaclor	C15H14ClN3O4S	HMDBP02916	Solute carrier family 15 member 2	Q16348	Transporter	Slc15a2
HMDB0014972	Mifepristone	C29H35NO2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014972	Mifepristone	C29H35NO2	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014972	Mifepristone	C29H35NO2	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014972	Mifepristone	C29H35NO2	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0014972	Mifepristone	C29H35NO2	HMDBP01681	Progesterone receptor	P06401	Enzyme	Pgr
HMDB0014972	Mifepristone	C29H35NO2	HMDBP01858	Multidrug resistance-associated protein 1	P33527	Transporter	Abcc1
HMDB0014972	Mifepristone	C29H35NO2	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014975	Progabide	C17H16ClFN2O2	HMDBP02330	Gamma-aminobutyric acid type B receptor subunit 1	Q9UBS5	Unknown	Gabbr1
HMDB0014975	Progabide	C17H16ClFN2O2	HMDBP08198	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Unknown	Gabra1
HMDB0014977	Tolazamide	C14H21N3O3S	HMDBP02585	ATP-sensitive inward rectifier potassium channel 1	P48048	Unknown	Kcnj1
HMDB0014979	Dobutamine	C18H23NO3	HMDBP00272	Catechol O-methyltransferase	P21964	Unknown	Comt
HMDB0014979	Dobutamine	C18H23NO3	HMDBP01632	Beta-1 adrenergic receptor	P08588	Enzyme	Adrb1
HMDB0014979	Dobutamine	C18H23NO3	HMDBP01634	Beta-2 adrenergic receptor	P07550	Enzyme	Adrb2
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP01546	Cytochrome P450 3A43	Q9HB55	Unknown	Cyp3a73
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP01554	Cytochrome P450 3A5	P20815	Unknown	Cyp3a73
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP01557	Cytochrome P450 3A7	P24462	Unknown	Cyp3a73
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP02260	Gamma-aminobutyric acid receptor subunit gamma-2	P18507	Unknown	Gabrg2
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08198	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Unknown	Gabra1
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08199	Gamma-aminobutyric acid receptor subunit alpha-2	P47869	Unknown	Gabra2
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08200	Gamma-aminobutyric acid receptor subunit alpha-3	P34903	Unknown	Gabra3
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08201	Gamma-aminobutyric acid receptor subunit alpha-4	P48169	Unknown	Gabra4
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08202	Gamma-aminobutyric acid receptor subunit alpha-5	P31644	Unknown	Gabra5
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08203	Gamma-aminobutyric acid receptor subunit alpha-6	Q16445	Unknown	Gabra6
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08204	Gamma-aminobutyric acid receptor subunit beta-1	P18505	Unknown	Gabrb1
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08205	Gamma-aminobutyric acid receptor subunit beta-2	P47870	Unknown	Gabrb2
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08206	Gamma-aminobutyric acid receptor subunit beta-3	P28472	Unknown	Gabrb3
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08207	Gamma-aminobutyric acid receptor subunit delta	O14764	Unknown	Gabrd
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08208	Gamma-aminobutyric acid receptor subunit epsilon	P78334	Unknown	Gabre
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08209	Gamma-aminobutyric acid receptor subunit gamma-1	Q8N1C3	Unknown	Gabrg1
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08210	Gamma-aminobutyric acid receptor subunit gamma-3	Q99928	Unknown	Gabrg3
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08211	Gamma-aminobutyric acid receptor subunit pi	O00591	Unknown	Gabrp
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08212	Gamma-aminobutyric acid receptor subunit rho-1	P24046	Unknown	Gabrr1
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08213	Gamma-aminobutyric acid receptor subunit rho-2	P28476	Unknown	Gabrr2
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08214	Gamma-aminobutyric acid receptor subunit rho-3	A8MPY1	Unknown	Gabrr3
HMDB0014980	Oxazepam	C15H11ClN2O2	HMDBP08215	Gamma-aminobutyric acid receptor subunit theta	Q9UN88	Unknown	Gabrq
HMDB0014982	Nalbuphine	C21H27NO4	HMDBP02444	Delta-type opioid receptor	P41143	Unknown	Oprd1
HMDB0014982	Nalbuphine	C21H27NO4	HMDBP02643	Mu-type opioid receptor	P35372	Unknown	Oprm1
HMDB0014982	Nalbuphine	C21H27NO4	HMDBP07856	Kappa-type opioid receptor	P41145	Unknown	Oprk1
HMDB0014983	Clofazimine	C27H22Cl2N4	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014983	Clofazimine	C27H22Cl2N4	HMDBP02052	Bile salt export pump	O95342	Transporter	Abcb11
HMDB0014983	Clofazimine	C27H22Cl2N4	HMDBP02101	Multidrug resistance protein 1	P08183	Transporter	Abcb1a
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP01813	Glutamate receptor, ionotropic kainate 2	Q13002	Unknown	Grik2
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP07718	Glutamate receptor 2	P42262	Unknown	Gria2
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP08198	Gamma-aminobutyric acid receptor subunit alpha-1	P14867	Unknown	Gabra1
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP08199	Gamma-aminobutyric acid receptor subunit alpha-2	P47869	Unknown	Gabra2
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP08200	Gamma-aminobutyric acid receptor subunit alpha-3	P34903	Unknown	Gabra3
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP08201	Gamma-aminobutyric acid receptor subunit alpha-4	P48169	Unknown	Gabra4
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP08202	Gamma-aminobutyric acid receptor subunit alpha-5	P31644	Unknown	Gabra5
HMDB0014987	Methylphenobarbital	C13H14N2O3	HMDBP08203	Gamma-aminobutyric acid receptor subunit alpha-6	Q16445	Unknown	Gabra6
HMDB0014988	Perphenazine	C21H26ClN3OS	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014988	Perphenazine	C21H26ClN3OS	HMDBP01548	Cytochrome P450 2D6	P10635	Unknown	Cyp2d5
HMDB0014988	Perphenazine	C21H26ClN3OS	HMDBP01549	Cytochrome P450 2C18	P33260	Unknown	Cyp2c55
HMDB0014988	Perphenazine	C21H26ClN3OS	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014988	Perphenazine	C21H26ClN3OS	HMDBP01737	D(2) dopamine receptor	P14416	Enzyme	Drd2
HMDB0014988	Perphenazine	C21H26ClN3OS	HMDBP01777	Calmodulin	P62158	Unknown	Calm2
HMDB0014988	Perphenazine	C21H26ClN3OS	HMDBP10808	D(1A) dopamine receptor	P21728	Unknown	Drd1
HMDB0014989	Dacarbazine	C6H10N6O	HMDBP00963	DNA polymerase subunit alpha B	Q14181	Enzyme	Pola2
HMDB0014989	Dacarbazine	C6H10N6O	HMDBP01544	Cytochrome P450 2E1	P05181	Unknown	Cyp2e1
HMDB0014989	Dacarbazine	C6H10N6O	HMDBP01555	Cytochrome P450 1A1	P04798	Unknown	Cyp1a1
HMDB0014989	Dacarbazine	C6H10N6O	HMDBP01560	Cytochrome P450 1A2	P05177	Unknown	Cyp1a2
HMDB0014991	Temozolomide	C6H6N6O2	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014992	Levorphanol	C17H23NO	HMDBP02444	Delta-type opioid receptor	P41143	Unknown	Oprd1
HMDB0014992	Levorphanol	C17H23NO	HMDBP02643	Mu-type opioid receptor	P35372	Unknown	Oprm1
HMDB0014992	Levorphanol	C17H23NO	HMDBP07856	Kappa-type opioid receptor	P41145	Unknown	Oprk1
HMDB0014994	Chlorphenesin	C9H11ClO3	HMDBP00181	Xanthine dehydrogenase/oxidase	P47989	Unknown	Xdh
HMDB0014994	Chlorphenesin	C9H11ClO3	HMDBP00525	Cholinesterase	P06276	Enzyme	Bche
HMDB0014994	Chlorphenesin	C9H11ClO3	HMDBP00975	Prostaglandin G/H synthase 2	P35354	Unknown	Ptgs2
HMDB0014994	Chlorphenesin	C9H11ClO3	HMDBP01018	Cytochrome P450 3A4	P08684	Unknown	Cyp3a73
HMDB0014994	Chlorphenesin	C9H11ClO3	HMDBP01561	Cytochrome P450 19A1	P11511	Unknown	Cyp19a1
