mappingID1	MetaboliteName	chemical_formula	protein_accession	ProteinName	UniProt	protein_type	mappingID2	detectedPair1	detectedPair2	EdgeColor	EdgeLine	sorted_pairs	Size8	Size7	Size6	Size5	Size4	Size3	Size2	Size1
HMDB_TG	TG		HMDBP00310	Lipoprotein lipase	P06858	Enzyme	Lpl	*	*	Enzyme	Solid	HMDB_TG_Lpl					*			
HMDB_TG	TG		HMDBP00531	Hormone-sensitive lipase	Q05469	Unknown	Lipe	*	*	Unknown	Solid	HMDB_TG_Lipe					*			
HMDB_TG	TG		HMDBP03089	2-acylglycerol O-acyltransferase 2	Q3SYC2	Enzyme	Mogat2	*	*	Enzyme	Solid	HMDB_TG_Mogat2					*	*		
HMDB_TG	TG		HMDBP03160	Patatin-like phospholipase domain-containing protein 4	P41247	Enzyme	Pnpla4	*	*	Enzyme	Solid	HMDB_TG_Pnpla4					*			
HMDB_TG	TG		HMDBP04483	Diacylglycerol O-acyltransferase 2	Q96PD7	Enzyme	Dgat2	*	*	Enzyme	Solid	HMDB_TG_Dgat2					*			
HMDB_TG	TG		HMDBP07347	Patatin-like phospholipase domain-containing protein 2	Q96AD5	Enzyme	Pnpla2	*	*	Enzyme	Solid	HMDB_TG_Pnpla2	*	*	*	*	*	*	*	*
HMDB_TG	TG		HMDBP00227	Lysosomal acid lipase/cholesteryl ester hydrolase	P38571	Enzyme	Lipa	*	*	Enzyme	Solid	HMDB_TG_Lipa					*			
HMDB_TG	TG		HMDBP00308	Carnitine O-palmitoyltransferase 1, muscle isoform	Q92523	Enzyme	Cpt1b	*	*	Enzyme	Solid	HMDB_TG_Cpt1b					*			
HMDB_TG	TG		HMDBP00309	Carnitine O-palmitoyltransferase 1, liver isoform	P50416	Enzyme	Cpt1a	*	*	Enzyme	Solid	HMDB_TG_Cpt1a					*			
HMDB_TG	TG		HMDBP00311	Carnitine O-palmitoyltransferase 2, mitochondrial	P23786	Enzyme	Cpt2	*	*	Enzyme	Solid	HMDB_TG_Cpt2					*			
HMDB_TG	TG		HMDBP01620	Apolipoprotein A-I	P02647	Enzyme	Apoa1	*	*	Enzyme	Solid	HMDB_TG_Apoa1					*			
HMDB_TG	TG		HMDBP01987	Apolipoprotein C-III precursor	P02656	Transporter	Apoc3	*	*	Transporter	Solid	HMDB_TG_Apoc3					*			
HMDB_TG	TG		HMDBP03176	Long-chain fatty acid transport protein 1	Q6PCB7	Transporter	Slc27a1	*	*	Transporter	Solid	HMDB_TG_Slc27a1					*			
HMDB_TG	TG		HMDBP10986	Apolipoprotein A-V	Q6Q788	Unknown	Apoa5	*	*	Unknown	Solid	HMDB_TG_Apoa5					*			
HMDB_PC	PC		HMDBP00057	Group XV phospholipase A2	Q8NCC3	Unknown	Pla2g15	*	*	Unknown	Solid	HMDB_PC_Pla2g15								
HMDB_PC	PC		HMDBP00060	Cytosolic phospholipase A2	P47712	Unknown	Pla2g4a	*	*	Unknown	Solid	HMDB_PC_Pla2g4a								
HMDB_PC	PC		HMDBP00066	Acyl-protein thioesterase 2	O95372	Enzyme	Lypla2	*	*	Enzyme	Solid	HMDB_PC_Lypla2								
HMDB_PC	PC		HMDBP00067	Group XIIA secretory phospholipase A2	Q9BZM1	Unknown	Pla2g12a	*	*	Unknown	Solid	HMDB_PC_Pla2g12a								
HMDB_PC	PC		HMDBP00068	85/88 kDa calcium-independent phospholipase A2	O60733	Unknown	Pla2g6	*	*	Unknown	Solid	HMDB_PC_Pla2g6								
HMDB_PC	PC		HMDBP00069	Phosphatidylcholine-sterol acyltransferase	P04180	Enzyme	Lcat	*	*	Enzyme	Solid	HMDB_PC_Lcat								
HMDB_PC	PC		HMDBP00072	Phospholipase A2, membrane associated	P14555	Unknown	Pla2g2a	*	*	Unknown	Solid	HMDB_PC_Pla2g2a								
HMDB_PC	PC		HMDBP00073	Group IID secretory phospholipase A2	Q9UNK4	Unknown	Pla2g2d	*	*	Unknown	Solid	HMDB_PC_Pla2g2d								
HMDB_PC	PC		HMDBP00080	Phospholipase D2	O14939	Enzyme	Pld2	*	*	Enzyme	Solid	HMDB_PC_Pld2								
HMDB_PC	PC		HMDBP00082	Phospholipase D1	Q13393	Unknown	Pld1	*	*	Unknown	Solid	HMDB_PC_Pld1								
HMDB_PC	PC		HMDBP00529	Cytosolic phospholipase A2 gamma	Q9UP65	Unknown	Pla2g4c	*	*	Unknown	Solid	HMDB_PC_Pla2g4c	*					*		
HMDB_PC	PC		HMDBP00540	D-beta-hydroxybutyrate dehydrogenase, mitochondrial	Q02338	Unknown	Bdh1	*	*	Unknown	Solid	HMDB_PC_Bdh1								
HMDB_PC	PC		HMDBP00755	Choline-phosphate cytidylyltransferase A	P49585	Enzyme	Pcyt1a	*	*	Enzyme	Solid	HMDB_PC_Pcyt1a								
HMDB_PC	PC		HMDBP00770	Phosphatidylcholine:ceramide cholinephosphotransferase 2	Q8NHU3	Enzyme	Sgms2	*	*	Enzyme	Solid	HMDB_PC_Sgms2								
HMDB_PC	PC		HMDBP00775	Phosphatidylcholine:ceramide cholinephosphotransferase 1	Q86VZ5	Enzyme	Sgms1	*	*	Enzyme	Solid	HMDB_PC_Sgms1								
HMDB_PC	PC		HMDBP00778	Choline kinase alpha	P35790	Enzyme	Chka	*	*	Enzyme	Solid	HMDB_PC_Chka								
HMDB_PC	PC		HMDBP01131	Probable phospholipid-transporting ATPase IG	Q8NB49	Unknown	Atp11c	*	*	Unknown	Solid	HMDB_PC_Atp11c								
HMDB_PC	PC		HMDBP01132	Probable phospholipid-transporting ATPase IH	P98196	Unknown	Atp11a	*	*	Unknown	Solid	HMDB_PC_Atp11a								
HMDB_PC	PC		HMDBP01169	Probable phospholipid-transporting ATPase VA	O60312	Unknown	Atp10a	*	*	Unknown	Solid	HMDB_PC_Atp10a					*			
HMDB_PC	PC		HMDBP01192	Probable phospholipid-transporting ATPase IC	O43520	Unknown	Atp8b1	*	*	Unknown	Solid	HMDB_PC_Atp8b1								
HMDB_PC	PC		HMDBP01239	Probable phospholipid-transporting ATPase VD	Q9P241	Unknown	Atp10d	*	*	Unknown	Solid	HMDB_PC_Atp10d								
HMDB_PC	PC		HMDBP01247	Probable phospholipid-transporting ATPase IB	Q9NTI2	Unknown	Atp8a2	*	*	Unknown	Solid	HMDB_PC_Atp8a2								
HMDB_PC	PC		HMDBP01359	Probable phospholipid-transporting ATPase IA	Q9Y2Q0	Unknown	Atp8a1	*	*	Unknown	Solid	HMDB_PC_Atp8a1								
HMDB_PC	PC		HMDBP01485	Probable phospholipid-transporting ATPase IF	Q9Y2G3	Unknown	Atp11b	*	*	Unknown	Solid	HMDB_PC_Atp11b								
HMDB_PC	PC		HMDBP01672	Phosphatidylinositol transfer protein beta isoform	P48739	Unknown	Pitpnb	*	*	Unknown	Solid	HMDB_PC_Pitpnb								
HMDB_PC	PC		HMDBP01912	Lecithin retinol acyltransferase	O95237	Enzyme	Lrat	*	*	Enzyme	Solid	HMDB_PC_Lrat								
HMDB_PC	PC		HMDBP02190	Phosphatidylserine synthase 1	P48651	Enzyme	Ptdss1	*	*	Enzyme	Solid	HMDB_PC_Ptdss1								
HMDB_PC	PC		HMDBP02524	Phosphatidylinositol transfer protein alpha isoform	Q00169	Unknown	Pitpna	*	*	Unknown	Solid	HMDB_PC_Pitpna								
HMDB_PC	PC		HMDBP02549	Phospholipid transfer protein	P55058	Unknown	Pltp	*	*	Unknown	Solid	HMDB_PC_Pltp								
HMDB_PC	PC		HMDBP02855	Cholinephosphotransferase 1	Q8WUD6	Unknown	Chpt1	*	*	Unknown	Solid	HMDB_PC_Chpt1								
HMDB_PC	PC		HMDBP03089	2-acylglycerol O-acyltransferase 2	Q3SYC2	Enzyme	Mogat2	*	*	Enzyme	Solid	HMDB_PC_Mogat2					*	*		
HMDB_PC	PC		HMDBP03349	Choline/ethanolaminephosphotransferase 1	Q9Y6K0	Unknown	Cept1	*	*	Unknown	Solid	HMDB_PC_Cept1								
HMDB_PC	PC		HMDBP04457	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3	Q8N3E9	Unknown	Plcd3	*	*	Unknown	Solid	HMDB_PC_Plcd3								
HMDB_PC	PC		HMDBP07287	Lysophospholipid acyltransferase 5	Q6P1A2	Enzyme	Lpcat3	*	*	Enzyme	Solid	HMDB_PC_Lpcat3								
HMDB_PC	PC		HMDBP07289	Lysophosphatidylcholine acyltransferase 1	Q8NF37	Unknown	Lpcat1	*	*	Unknown	Solid	HMDB_PC_Lpcat1								
HMDB_PC	PC		HMDBP07290	Lysophosphatidylcholine acyltransferase 2	Q7L5N7	Enzyme	Lpcat2	*	*	Enzyme	Solid	HMDB_PC_Lpcat2								
HMDB_PC	PC		HMDBP07291	Phospholipase D3	Q8IV08	Enzyme	Pld3	*	*	Enzyme	Solid	HMDB_PC_Pld3								
HMDB_PC	PC		HMDBP07292	Phospholipase D4	Q96BZ4	Enzyme	Pld4	*	*	Enzyme	Solid	HMDB_PC_Pld4								
HMDB_PC	PC		HMDBP07295	Phospholipid scramblase 3	Q9NRY6	Unknown	Plscr3	*	*	Unknown	Solid	HMDB_PC_Plscr3								
HMDB_PC	PC		HMDBP07296	Phospholipid scramblase 4	Q9NRQ2	Unknown	Plscr4	*	*	Unknown	Solid	HMDB_PC_Plscr4								
HMDB_PC	PC		HMDBP07299	Probable phospholipid-transporting ATPase ID	P98198	Unknown	Atp8b2	*	*	Unknown	Solid	HMDB_PC_Atp8b2								
HMDB_PC	PC		HMDBP07336	Membrane-associated phosphatidylinositol transfer protein 1	O00562	Unknown	Pitpnm1	*	*	Unknown	Solid	HMDB_PC_Pitpnm1								
HMDB_PC	PC		HMDBP07337	Membrane-associated phosphatidylinositol transfer protein 2	Q9BZ72	Unknown	Pitpnm2	*	*	Unknown	Solid	HMDB_PC_Pitpnm2								
HMDB_PC	PC		HMDBP07338	Membrane-associated phosphatidylinositol transfer protein 3	Q9BZ71	Unknown	Pitpnm3	*	*	Unknown	Solid	HMDB_PC_Pitpnm3								
HMDB_PC	PC		HMDBP08305	ADP-ribosylation factor GTPase-activating protein 1	Q8N6T3	Unknown	Arfgap1	*	*	Unknown	Solid	HMDB_PC_Arfgap1								
HMDB_PC	PC		HMDBP09120	Cytosolic phospholipase A2 beta	P0C869	Unknown	Pla2g4b	*	*	Unknown	Solid	HMDB_PC_Pla2g4b								
HMDB_PC	PC		HMDBP10645	Phospholipase D6	Q8N2A8	Enzyme	Pld6	*	*	Enzyme	Solid	HMDB_PC_Pld6								
HMDB_PC	PC		HMDBP10677	Neuropathy target esterase	Q8IY17	Enzyme	Pnpla6	*	*	Enzyme	Solid	HMDB_PC_Pnpla6								
HMDB_PC	PC		HMDBP10986	Apolipoprotein A-V	Q6Q788	Unknown	Apoa5	*	*	Unknown	Solid	HMDB_PC_Apoa5								
HMDB_CE	CE		HMDBP00069	Phosphatidylcholine-sterol acyltransferase	P04180	Enzyme	Lcat	*	*	Enzyme	Solid	HMDB_CE_Lcat					*			
HMDB_CE	CE		HMDBP00227	Lysosomal acid lipase/cholesteryl ester hydrolase	P38571	Enzyme	Lipa	*	*	Enzyme	Solid	HMDB_CE_Lipa					*			
HMDB_CE	CE		HMDBP00241	Bile salt-activated lipase	P19835	Unknown	Cel	*	*	Unknown	Solid	HMDB_CE_Cel		*	*		*		*	
HMDB_CE	CE		HMDBP00499	Sterol O-acyltransferase 2	O75908	Enzyme	Soat2	*	*	Enzyme	Solid	HMDB_CE_Soat2					*			
HMDB_CE	CE		HMDBP00504	Sterol O-acyltransferase 1	P35610	Enzyme	Soat1	*	*	Enzyme	Solid	HMDB_CE_Soat1					*			
HMDB_SM	SM		HMDBP00557	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	Q9Y2B2	Enzyme	Pigl	*	*	Enzyme	Solid	HMDB_SM_Pigl								
HMDB_SM	SM		HMDBP00770	Phosphatidylcholine:ceramide cholinephosphotransferase 2	Q8NHU3	Enzyme	Sgms2	*	*	Enzyme	Solid	HMDB_SM_Sgms2								
HMDB_SM	SM		HMDBP00775	Phosphatidylcholine:ceramide cholinephosphotransferase 1	Q86VZ5	Enzyme	Sgms1	*	*	Enzyme	Solid	HMDB_SM_Sgms1								
HMDB_SM	SM		HMDBP00776	Sphingomyelin phosphodiesterase	P17405	Enzyme	Smpd1	*	*	Enzyme	Solid	HMDB_SM_Smpd1								
HMDB_SM	SM		HMDBP00940	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	Q9BRB3	Enzyme	Pigq	*	*	Enzyme	Solid	HMDB_SM_Pigq								
HMDB_SM	SM		HMDBP00941	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A	P37287	Enzyme	Piga	*	*	Enzyme	Solid	HMDB_SM_Piga								
HMDB_SM	SM		HMDBP00942	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H	Q14442	Enzyme	Pigh	*	*	Enzyme	Solid	HMDB_SM_Pigh								
HMDB_SM	SM		HMDBP00943	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P	P57054	Enzyme	Pigp	*	*	Enzyme	Solid	HMDB_SM_Pigp								
HMDB_SM	SM		HMDBP00944	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	Q92535	Enzyme	Pigc	*	*	Enzyme	Solid	HMDB_SM_Pigc								
HMDB_SM	SM		HMDBP01090	Sphingomyelin phosphodiesterase 2	O60906	Unknown	Smpd2	*	*	Unknown	Solid	HMDB_SM_Smpd2								
HMDB_SM	SM		HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a	*	*	Enzyme	Solid	HMDB_SM_Gm2a								
HMDB_SM	SM		HMDBP02675	Epididymal secretory protein E1	P61916	Enzyme	Npc2	*	*	Enzyme	Solid	HMDB_SM_Npc2								
HMDB_SM	SM		HMDBP02783	Antigen-presenting glycoprotein CD1d	P15813	Enzyme	Cd1d1	*	*	Enzyme	Solid	HMDB_SM_Cd1d1								
HMDB_SM	SM		HMDBP02955	GPI mannosyltransferase 1	Q9H3S5	Enzyme	Pigm	*	*	Enzyme	Solid	HMDB_SM_Pigm								
HMDB_SM	SM		HMDBP02977	Phosphatidylinositol-glycan biosynthesis class W protein	Q7Z7B1	Enzyme	Znhit3	*	*	Enzyme	Solid	HMDB_SM_Znhit3								
HMDB_SM	SM		HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx	*	*	Enzyme	Solid	HMDB_SM_Pigx								
HMDB_SM	SM		HMDBP04457	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3	Q8N3E9	Unknown	Plcd3	*	*	Unknown	Solid	HMDB_SM_Plcd3								
HMDB_SM	SM		HMDBP06631	Sphingomyelin phosphodiesterase 3	Q9NY59	Unknown	Smpd3	*	*	Unknown	Solid	HMDB_SM_Smpd3								
HMDB_SM	SM		HMDBP07325	GPI mannosyltransferase 3	Q92521	Enzyme	Pigb	*	*	Enzyme	Solid	HMDB_SM_Pigb								
HMDB_SM	SM		HMDBP07326	Phosphatidylinositol-glycan biosynthesis class F protein	Q07326	Enzyme	Pigf	*	*	Enzyme	Solid	HMDB_SM_Pigf								
HMDB_SM	SM		HMDBP07327	GPI ethanolamine phosphate transferase 2	Q5H8A4	Enzyme	Pigg	*	*	Enzyme	Solid	HMDB_SM_Pigg								
HMDB_SM	SM		HMDBP07328	GPI ethanolamine phosphate transferase 1	O95427	Enzyme	Pign	*	*	Enzyme	Solid	HMDB_SM_Pign								
HMDB_SM	SM		HMDBP07329	GPI ethanolamine phosphate transferase 3	Q8TEQ8	Enzyme	Pigo	*	*	Enzyme	Solid	HMDB_SM_Pigo								
HMDB_SM	SM		HMDBP07330	GPI transamidase component PIG-S	Q96S52	Enzyme	Pigs	*	*	Enzyme	Solid	HMDB_SM_Pigs								
HMDB_SM	SM		HMDBP07331	GPI transamidase component PIG-T	Q969N2	Enzyme	Pigt	*	*	Enzyme	Solid	HMDB_SM_Pigt								
HMDB_SM	SM		HMDBP07332	Phosphatidylinositol glycan anchor biosynthesis class U protein	Q9H490	Enzyme	Pigu	*	*	Enzyme	Solid	HMDB_SM_Pigu								
HMDB_SM	SM		HMDBP07333	GPI mannosyltransferase 2	Q9NUD9	Enzyme	Pigv	*	*	Enzyme	Solid	HMDB_SM_Pigv								
HMDB_SM	SM		HMDBP07339	Pleckstrin homology domain-containing family A member 8	Q96JA3	Unknown	Plekha8	*	*	Unknown	Solid	HMDB_SM_Plekha8								
HMDB_SM	SM		HMDBP08771	Sphingomyelin phosphodiesterase 4	Q9NXE4	Unknown	Smpd4	*	*	Unknown	Solid	HMDB_SM_Smpd4								
HMDB_SM	SM		HMDBP09169	Non-lysosomal glucosylceramidase	Q9HCG7	Enzyme	Gba2	*	*	Enzyme	Solid	HMDB_SM_Gba2								
HMDB_SM	SM		HMDBP11012	GPI-anchor transamidase	Q92643	Enzyme	Pigk	*	*	Enzyme	Solid	HMDB_SM_Pigk								
HMDB_SM	SM		HMDBP11439	Glycosylphosphatidylinositol anchor attachment 1 protein	O43292	Unknown	Gpaa1	*	*	Unknown	Solid	HMDB_SM_Gpaa1								
HMDB_SM	SM		HMDBP11441	Glycolipid transfer protein domain-containing protein 2	A6NH11	Unknown	Gltpd2	*	*	Unknown	Solid	HMDB_SM_Gltpd2								
HMDB_SM	SM		HMDBP11442	Putative uncharacterized protein PLEKHA8	B5MDU3	Unknown	Plekha8	*	*	Unknown	Solid	HMDB_SM_Plekha8								
HMDB_SM	SM		HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp	*	*	Unknown	Solid	HMDB_SM_Lbp								
HMDB_SM	SM		HMDBP11449	Glycolipid transfer protein	Q9NZD2	Unknown	Gltp	*	*	Unknown	Solid	HMDB_SM_Gltp								
HMDB_GlcCer	GlcCer		HMDBP00557	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase	Q9Y2B2	Enzyme	Pigl	*	*	Enzyme	Solid	HMDB_GlcCer_Pigl								
HMDB_GlcCer	GlcCer		HMDBP00776	Sphingomyelin phosphodiesterase	P17405	Enzyme	Smpd1	*	*	Enzyme	Solid	HMDB_GlcCer_Smpd1								
HMDB_GlcCer	GlcCer		HMDBP00845	Ceramide glucosyltransferase	Q16739	Enzyme	Ugcg	*	*	Enzyme	Solid	HMDB_GlcCer_Ugcg								
HMDB_GlcCer	GlcCer		HMDBP00940	Phosphatidylinositol N-acetylglucosaminyltransferase subunit Q	Q9BRB3	Enzyme	Pigq	*	*	Enzyme	Solid	HMDB_GlcCer_Pigq								
HMDB_GlcCer	GlcCer		HMDBP00941	Phosphatidylinositol N-acetylglucosaminyltransferase subunit A	P37287	Enzyme	Piga	*	*	Enzyme	Solid	HMDB_GlcCer_Piga								
HMDB_GlcCer	GlcCer		HMDBP00942	Phosphatidylinositol N-acetylglucosaminyltransferase subunit H	Q14442	Enzyme	Pigh	*	*	Enzyme	Solid	HMDB_GlcCer_Pigh								
HMDB_GlcCer	GlcCer		HMDBP00943	Phosphatidylinositol N-acetylglucosaminyltransferase subunit P	P57054	Enzyme	Pigp	*	*	Enzyme	Solid	HMDB_GlcCer_Pigp								
HMDB_GlcCer	GlcCer		HMDBP00944	Phosphatidylinositol N-acetylglucosaminyltransferase subunit C	Q92535	Enzyme	Pigc	*	*	Enzyme	Solid	HMDB_GlcCer_Pigc								
HMDB_GlcCer	GlcCer		HMDBP01084	Acid ceramidase	Q13510	Enzyme	Asah1	*	*	Enzyme	Solid	HMDB_GlcCer_Asah1								
HMDB_GlcCer	GlcCer		HMDBP01090	Sphingomyelin phosphodiesterase 2	O60906	Unknown	Smpd2	*	*	Unknown	Solid	HMDB_GlcCer_Smpd2								
HMDB_GlcCer	GlcCer		HMDBP01719	Ganglioside GM2 activator	P17900	Enzyme	Gm2a	*	*	Enzyme	Solid	HMDB_GlcCer_Gm2a								
HMDB_GlcCer	GlcCer		HMDBP02675	Epididymal secretory protein E1	P61916	Enzyme	Npc2	*	*	Enzyme	Solid	HMDB_GlcCer_Npc2								
HMDB_GlcCer	GlcCer		HMDBP02779	Ceramide synthase 1	P27544	Enzyme	Cers1	*	*	Enzyme	Solid	HMDB_GlcCer_Cers1	*	*	*	*	*	*		*
HMDB_GlcCer	GlcCer		HMDBP02783	Antigen-presenting glycoprotein CD1d	P15813	Enzyme	Cd1d1	*	*	Enzyme	Solid	HMDB_GlcCer_Cd1d1								
HMDB_GlcCer	GlcCer		HMDBP02955	GPI mannosyltransferase 1	Q9H3S5	Enzyme	Pigm	*	*	Enzyme	Solid	HMDB_GlcCer_Pigm								
HMDB_GlcCer	GlcCer		HMDBP02977	Phosphatidylinositol-glycan biosynthesis class W protein	Q7Z7B1	Enzyme	Znhit3	*	*	Enzyme	Solid	HMDB_GlcCer_Znhit3								
HMDB_GlcCer	GlcCer		HMDBP03084	Phosphatidylinositol-glycan biosynthesis class X protein	Q8TBF5	Enzyme	Pigx	*	*	Enzyme	Solid	HMDB_GlcCer_Pigx								
HMDB_GlcCer	GlcCer		HMDBP06631	Sphingomyelin phosphodiesterase 3	Q9NY59	Unknown	Smpd3	*	*	Unknown	Solid	HMDB_GlcCer_Smpd3								
HMDB_GlcCer	GlcCer		HMDBP07325	GPI mannosyltransferase 3	Q92521	Enzyme	Pigb	*	*	Enzyme	Solid	HMDB_GlcCer_Pigb								
HMDB_GlcCer	GlcCer		HMDBP07326	Phosphatidylinositol-glycan biosynthesis class F protein	Q07326	Enzyme	Pigf	*	*	Enzyme	Solid	HMDB_GlcCer_Pigf								
HMDB_GlcCer	GlcCer		HMDBP07327	GPI ethanolamine phosphate transferase 2	Q5H8A4	Enzyme	Pigg	*	*	Enzyme	Solid	HMDB_GlcCer_Pigg								
HMDB_GlcCer	GlcCer		HMDBP07328	GPI ethanolamine phosphate transferase 1	O95427	Enzyme	Pign	*	*	Enzyme	Solid	HMDB_GlcCer_Pign								
HMDB_GlcCer	GlcCer		HMDBP07329	GPI ethanolamine phosphate transferase 3	Q8TEQ8	Enzyme	Pigo	*	*	Enzyme	Solid	HMDB_GlcCer_Pigo								
HMDB_GlcCer	GlcCer		HMDBP07330	GPI transamidase component PIG-S	Q96S52	Enzyme	Pigs	*	*	Enzyme	Solid	HMDB_GlcCer_Pigs								
HMDB_GlcCer	GlcCer		HMDBP07331	GPI transamidase component PIG-T	Q969N2	Enzyme	Pigt	*	*	Enzyme	Solid	HMDB_GlcCer_Pigt								
HMDB_GlcCer	GlcCer		HMDBP07332	Phosphatidylinositol glycan anchor biosynthesis class U protein	Q9H490	Enzyme	Pigu	*	*	Enzyme	Solid	HMDB_GlcCer_Pigu								
HMDB_GlcCer	GlcCer		HMDBP07333	GPI mannosyltransferase 2	Q9NUD9	Enzyme	Pigv	*	*	Enzyme	Solid	HMDB_GlcCer_Pigv								
HMDB_GlcCer	GlcCer		HMDBP07339	Pleckstrin homology domain-containing family A member 8	Q96JA3	Unknown	Plekha8	*	*	Unknown	Solid	HMDB_GlcCer_Plekha8								
HMDB_GlcCer	GlcCer		HMDBP08771	Sphingomyelin phosphodiesterase 4	Q9NXE4	Unknown	Smpd4	*	*	Unknown	Solid	HMDB_GlcCer_Smpd4								
HMDB_GlcCer	GlcCer		HMDBP09163	Alkaline ceramidase 2	Q5QJU3	Enzyme	Acer2	*	*	Enzyme	Solid	HMDB_GlcCer_Acer2								
HMDB_GlcCer	GlcCer		HMDBP09165	Neutral ceramidase	Q9NR71	Enzyme	Asah2	*	*	Enzyme	Solid	HMDB_GlcCer_Asah2								
HMDB_GlcCer	GlcCer		HMDBP09169	Non-lysosomal glucosylceramidase	Q9HCG7	Enzyme	Gba2	*	*	Enzyme	Solid	HMDB_GlcCer_Gba2								
HMDB_GlcCer	GlcCer		HMDBP10978	Ceramide synthase 5	Q8N5B7	Unknown	Cers5	*	*	Unknown	Solid	HMDB_GlcCer_Cers5								
HMDB_GlcCer	GlcCer		HMDBP11012	GPI-anchor transamidase	Q92643	Enzyme	Pigk	*	*	Enzyme	Solid	HMDB_GlcCer_Pigk								
HMDB_GlcCer	GlcCer		HMDBP11439	Glycosylphosphatidylinositol anchor attachment 1 protein	O43292	Unknown	Gpaa1	*	*	Unknown	Solid	HMDB_GlcCer_Gpaa1								
HMDB_GlcCer	GlcCer		HMDBP11441	Glycolipid transfer protein domain-containing protein 2	A6NH11	Unknown	Gltpd2	*	*	Unknown	Solid	HMDB_GlcCer_Gltpd2								
HMDB_GlcCer	GlcCer		HMDBP11442	Putative uncharacterized protein PLEKHA8	B5MDU3	Unknown	Plekha8	*	*	Unknown	Solid	HMDB_GlcCer_Plekha8								
HMDB_GlcCer	GlcCer		HMDBP11446	Lipopolysaccharide-binding protein	P18428	Unknown	Lbp	*	*	Unknown	Solid	HMDB_GlcCer_Lbp								
HMDB_GlcCer	GlcCer		HMDBP11449	Glycolipid transfer protein	Q9NZD2	Unknown	Gltp	*	*	Unknown	Solid	HMDB_GlcCer_Gltp								
HMDB_GlcCer	GlcCer		HMDBP06176	Retinol dehydrogenase 10	Q8IZV5	Enzyme	Rdh10	*	*	Enzyme	Solid	HMDB_GlcCer_Rdh10								
HMDB_DG	DG		HMDBP00220	Diacylglycerol kinase theta	P52824	Unknown	Dgkq	*	*	Unknown	Solid	HMDB_DG_Dgkq								
HMDB_DG	DG		HMDBP00222	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1	Q9NQ66	Unknown	Plcb1	*	*	Unknown	Solid	HMDB_DG_Plcb1								
HMDB_DG	DG		HMDBP00223	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4	Q15147	Unknown	Plcb4	*	*	Unknown	Solid	HMDB_DG_Plcb4								
HMDB_DG	DG		HMDBP00224	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2	Q00722	Unknown	Plcb2	*	*	Unknown	Solid	HMDB_DG_Plcb2								
HMDB_DG	DG		HMDBP00226	Hepatic triacylglycerol lipase	P11150	Enzyme	Lipc	*	*	Enzyme	Solid	HMDB_DG_Lipc								
HMDB_DG	DG		HMDBP00228	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3	Q01970	Unknown	Plcb3	*	*	Unknown	Solid	HMDB_DG_Plcb3								
HMDB_DG	DG		HMDBP00230	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2	P16885	Unknown	Plcg2	*	*	Unknown	Solid	HMDB_DG_Plcg2								
HMDB_DG	DG		HMDBP00232	Patatin-like phospholipase domain-containing protein 3	Q9NST1	Enzyme	Pnpla3	*	*	Enzyme	Solid	HMDB_DG_Pnpla3								
HMDB_DG	DG		HMDBP00239	Endothelial lipase	Q9Y5X9	Enzyme	Lipg	*	*	Enzyme	Solid	HMDB_DG_Lipg		*						
HMDB_DG	DG		HMDBP00241	Bile salt-activated lipase	P19835	Unknown	Cel	*	*	Unknown	Solid	HMDB_DG_Cel		*	*				*	
HMDB_DG	DG		HMDBP00243	Diacylglycerol O-acyltransferase 1	O75907	Enzyme	Dgat1	*	*	Enzyme	Solid	HMDB_DG_Dgat1								
HMDB_DG	DG		HMDBP00244	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1	P19174	Unknown	Plcg1	*	*	Unknown	Solid	HMDB_DG_Plcg1								
HMDB_DG	DG		HMDBP00247	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1	P51178	Unknown	Plcd1	*	*	Unknown	Solid	HMDB_DG_Plcd1								
HMDB_DG	DG		HMDBP00310	Lipoprotein lipase	P06858	Enzyme	Lpl	*	*	Enzyme	Solid	HMDB_DG_Lpl								
HMDB_DG	DG		HMDBP00531	Hormone-sensitive lipase	Q05469	Unknown	Lipe	*	*	Unknown	Solid	HMDB_DG_Lipe								
